,endTime,artistName,trackName,msPlayed,danceability,valenceScore,artistGenres,minutesPlayed
570,2022-12-02 18:42,Junior Jack,Thrill Me,354307,0.641,0.123,"['deep house', 'disco house', 'vocal house']",5.905116666666666
571,2022-12-13 12:05,Junior Jack,Thrill Me,354307,0.641,0.123,"['deep house', 'disco house', 'vocal house']",5.905116666666666
572,2022-12-15 10:19,Junior Jack,Thrill Me,354306,0.641,0.123,"['deep house', 'disco house', 'vocal house']",5.9051
573,2022-11-24 15:16,Friend Within,Bring It Down,180465,0.763,0.843,"['house', 'uk dance']",3.00775
574,2022-12-02 18:45,Friend Within,Bring It Down,180465,0.763,0.843,"['house', 'uk dance']",3.00775
575,2022-12-13 12:08,Friend Within,Bring It Down,180465,0.763,0.843,"['house', 'uk dance']",3.00775
576,2022-12-15 10:22,Friend Within,Bring It Down,180465,0.763,0.843,"['house', 'uk dance']",3.00775
577,2022-12-16 21:27,Friend Within,Bring It Down,180465,0.763,0.843,"['house', 'uk dance']",3.00775
578,2022-11-24 15:21,Oppidan,Lakitu,280858,0.908,0.439,['No genre information available'],4.6809666666666665
579,2022-11-24 17:42,Oppidan,Lakitu,266493,0.908,0.439,['No genre information available'],4.44155
580,2022-11-30 11:38,Oppidan,Lakitu,239500,0.908,0.439,['No genre information available'],3.9916666666666667
581,2022-11-30 12:35,Oppidan,Lakitu,15658,0.908,0.439,['No genre information available'],0.2609666666666667
582,2022-12-02 12:51,Oppidan,Lakitu,139459,0.908,0.439,['No genre information available'],2.324316666666667
583,2022-12-12 16:25,Oppidan,Lakitu,239500,0.908,0.439,['No genre information available'],3.9916666666666667
584,2022-12-13 12:12,Oppidan,Lakitu,239500,0.908,0.439,['No genre information available'],3.9916666666666667
585,2022-12-15 10:26,Oppidan,Lakitu,239500,0.908,0.439,['No genre information available'],3.9916666666666667
586,2022-12-16 21:28,Oppidan,Lakitu,49692,0.908,0.439,['No genre information available'],0.8282
587,2022-12-24 11:10,Oppidan,Lakitu,4565,0.908,0.439,['No genre information available'],0.07608333333333334
588,2022-11-24 15:30,PinkPantheress,Do you miss me?,128853,0.647,0.643,"['deep house', 'alternative rnb', 'electronic', 'indie', 'chill']",2.14755
589,2022-12-11 19:49,PinkPantheress,Do you miss me?,128853,0.647,0.643,"['deep house', 'alternative rnb', 'electronic', 'indie', 'chill']",2.14755
590,2022-12-12 18:00,PinkPantheress,Do you miss me?,128853,0.647,0.643,"['deep house', 'alternative rnb', 'electronic', 'indie', 'chill']",2.14755
